handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_79a2d0fe-6bad-31b6-b013-c9bddd4950ff,Variant,,,,,H7,,,,true,,,2,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_79a2d0fe-6bad-31b6-b013-c9bddd4950ff,Variant,,,,,H7,,,,true,,,4,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_79a2d0fe-6bad-31b6-b013-c9bddd4950ff,Variant,,,,,H7,,,,true,,,1,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Product,Seersucker Short Set,,2306b4_8159f02b659447b998562de0b0b70f09~mv2.png;2306b4_4bd83b7b5f3a4539818bfce8055d7086~mv2.png;2306b4_2f2dc1832c254e999e13f36fdb9d22a7~mv2.png,New Arrivals;Pants Set;Lounge Wear,,New Arrivals,200.0,,true,PERCENT,0.0,0,,,Color,COLOR,"rgb(0,0,0):Black;rgb(255,154,138):Pink peach;rgb(0,0,255):Blue",Size,DROP_DOWN,2 Extra Large;Extra large;Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,2,,,,,"rgb(0,0,255):Blue",,,2 Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,2,,,,,"rgb(255,154,138):Pink peach",,,2 Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,2,,,,,"rgb(255,154,138):Pink peach",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,1,,,,,"rgb(0,0,0):Black",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,1,,,,,"rgb(0,0,0):Black",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,0,,,,,"rgb(0,0,0):Black",,,2 Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,1,,,,,"rgb(255,154,138):Pink peach",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,0,,,,,"rgb(0,0,255):Blue",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_467a9f25-4188-2804-03dd-800577631544,Variant,,,,,I17,,,,true,,,0,,,,,"rgb(0,0,255):Blue",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_780ffe04-5f98-1af6-8949-6d9e2cceeb2a,Product,Rose Skirts Set ,,dcd1f6_28455c34b163427f98b0e84ec818373b~mv2.png;dcd1f6_f83a10d4a6b64477b96c41c48098eccf~mv2.png;dcd1f6_156c0882c4364db4bac2e3845a8424f3~mv2.png,Skirt Set;New Arrivals,,New Arrivals,180.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,Extra large;Large;Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_780ffe04-5f98-1af6-8949-6d9e2cceeb2a,Variant,,,,,H6,,,,true,,,3,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_780ffe04-5f98-1af6-8949-6d9e2cceeb2a,Variant,,,,,H6,,,,true,,,2,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_780ffe04-5f98-1af6-8949-6d9e2cceeb2a,Variant,,,,,H6,,,,true,,,1,,,,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Product,New Adir TM  Sandals ,,f740b3_1eb4f231ed364a828b1377d814f473fb~mv2.png;f740b3_cea7574fa8c74a6d9ef1f2f66996ffc4~mv2.png;f740b3_6ea2f0a0903f422aab9c86104e71785f~mv2.png;f740b3_c260f4bf9cf6462ea48162d99d5a3503~mv2.png;f740b3_1eaeea3da2314771afb467d33b59151f~mv2.png;f740b3_b53fb721118a45cb940f66b3a8311477~mv2.png;f740b3_706ffa8491ad42d99fbf798cca5e0fb4~mv2.png;f740b3_dc046ca89f544573b3e249acc07a7087~mv2.png;f740b3_7606d457877840a4b534f31556bf5a3a~mv2.png;f740b3_2d3bac2aaa2e427b8fdd79df9cfb4043~mv2.png,New Arrivals;Sandals,,New Arrivals,80.0,,true,PERCENT,0.0,0,,,Color,COLOR,"rgb(255,255,255):White;rgb(239,0,126):Pink;rgb(0,128,0):Green;rgb(0,0,0):Black",Size,DROP_DOWN,42;41;40;39;38;37;36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(0,0,0):Black",,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,5,,,,,"rgb(0,0,0):Black",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,3,,,,,"rgb(0,0,0):Black",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(255,255,255):White",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(0,128,0):Green",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(0,128,0):Green",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(239,0,126):Pink",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(239,0,126):Pink",,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(255,255,255):White",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(0,128,0):Green",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(239,0,126):Pink",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,2,,,,,"rgb(255,255,255):White",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(255,255,255):White",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(255,255,255):White",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(0,0,0):Black",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,3,,,,,"rgb(0,0,0):Black",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(239,0,126):Pink",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,4,,,,,"rgb(0,0,0):Black",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(0,128,0):Green",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(0,128,0):Green",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(239,0,126):Pink",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(255,255,255):White",,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(0,128,0):Green",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,1,,,,,"rgb(239,0,126):Pink",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(255,255,255):White",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,2,,,,,"rgb(0,0,0):Black",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(0,128,0):Green",,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8517f6d6-3856-c30b-11d3-327336de45a4,Variant,,,,,M15-M16 ,,,,true,,,0,,,,,"rgb(239,0,126):Pink",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d2221f55-d0d8-5ba3-a936-c8c2f020588f,Product,Gracie Striped Two Piece ,,2306b4_9f16d16b1868455fbf80d684f61ee776~mv2.png,Lounge Wear;Pants Set;New Arrivals,,New Arrivals,180.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,Extra large;Large;Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d2221f55-d0d8-5ba3-a936-c8c2f020588f,Variant,,,,,I18,,,,true,,,3,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d2221f55-d0d8-5ba3-a936-c8c2f020588f,Variant,,,,,I18,,,,true,,,1,,,,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d2221f55-d0d8-5ba3-a936-c8c2f020588f,Variant,,,,,I18,,,,true,,,4,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3891fbb5-1ae5-648f-603f-acda8954c1dd,Product,Scrunch V Cut Pant,,7ee6d5_dd10ffcd0a6348f2b42e376b7b310502~mv2.jpeg;7ee6d5_e8e76be1df664774ab2cf3c680410286~mv2.jpeg;7ee6d5_b4f69864b5854e2ea3f89ff4161c166a~mv2.jpeg,Pants,D19,50% OFF,150.0,,false,PERCENT,50.0,8,,,Size,DROP_DOWN,Small;Medium;Large;Extra large,Color,COLOR,"rgb(239,0,126):Pink;rgb(128,128,128):Grey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Product,Cross-Strap  Slippers,,f740b3_781f2fdb46ee472ba832a3bf52e55024~mv2.png;f740b3_f3edb17d4e1b42b29deea8365acd32fd~mv2.png;f740b3_21596ca59bf54383812e09a7a09755bc~mv2.png;f740b3_46fc6ab9b6824b5dae70cf2f10182f05~mv2.png;f740b3_8fb6bc3828454534891e769cf533b5e5~mv2.png;f740b3_02266b2b57b84531be73ca95e88da2f6~mv2.png;f740b3_23c94c03472f4f41a7a7b7faaec87d1f~mv2.png;f740b3_9f876447a2b946e4a3b8133afd90b175~mv2.png,Sandals;Slippers,,New Arrivals,70.0,,true,PERCENT,0.0,0,,,Color,COLOR,"rgb(215,192,142):Apricot;rgb(209,201,159):Gold;rgb(122,80,36):Coffee Brown;rgb(150,75,0):Brown;rgb(0,0,0):Black",Size,DROP_DOWN,41;40;39;38;37;36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(215,192,142):Apricot",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(150,75,0):Brown",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(122,80,36):Coffee Brown",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(0,0,0):Black",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(150,75,0):Brown",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,5,,,,,"rgb(0,0,0):Black",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,2,,,,,"rgb(0,0,0):Black",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(122,80,36):Coffee Brown",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(122,80,36):Coffee Brown",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(215,192,142):Apricot",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(150,75,0):Brown",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(215,192,142):Apricot",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(209,201,159):Gold",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(209,201,159):Gold",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(150,75,0):Brown",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(209,201,159):Gold",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(209,201,159):Gold",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,5,,,,,"rgb(0,0,0):Black",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(215,192,142):Apricot",,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(209,201,159):Gold",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(215,192,142):Apricot",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(215,192,142):Apricot",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(0,0,0):Black",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(122,80,36):Coffee Brown",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,3,,,,,"rgb(0,0,0):Black",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,0,,,,,"rgb(209,201,159):Gold",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(150,75,0):Brown",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(122,80,36):Coffee Brown",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(150,75,0):Brown",,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07618511-a316-c294-c79a-a8e99173dc35,Variant,,,,,M21-M22,,,,true,,,1,,,,,"rgb(122,80,36):Coffee Brown",,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Product,V Cut Wide Leg Pant,,7ee6d5_32a570b8ccae402dbbf806345c840a7a~mv2.png;7ee6d5_e8e76be1df664774ab2cf3c680410286~mv2.jpeg;7ee6d5_589966616b6f4c53a4d207f0e3552750~mv2.png,Pants;Sale,,50% OFF,150.0,,false,PERCENT,50.0,0,,,Color,COLOR,"rgb(128,128,128):Grey;rgb(255,46,206):Pink;rgb(0,0,0):Black",Size,DROP_DOWN,Small;Medium;Large;Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,true,,,0,,,,,"rgb(255,46,206):Pink",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,true,,,0,,,,,"rgb(0,0,0):Black",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(128,128,128):Grey",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(0,0,0):Black",,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(128,128,128):Grey",,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(0,0,0):Black",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(128,128,128):Grey",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,true,,,0,,,,,"rgb(128,128,128):Grey",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(255,46,206):Pink",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(0,0,0):Black",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(255,46,206):Pink",,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f968068a-a524-8808-06f7-95ee3fc11243,Variant,,,,,D19,,,,false,,,0,,,,,"rgb(255,46,206):Pink",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd4a8d7b-2670-c860-ce50-db7b21a433ec,Product,The Seraphina Off-Shoulder Mini,,dcd1f6_8c2798e34df542d6b4c601177e2c62b4~mv2.png;dcd1f6_893e5759efee40b0965ddcecae7a5b25~mv2.png;dcd1f6_f378310f993e42019f6a0f7496d9d22f~mv2.png;dcd1f6_2ae7286cbfa84149aa30ff80ffc2f57a~mv2.png,Dresses,,New Arrivals,180.0,,true,PERCENT,0.0,0,,,Color,COLOR,"rgb(206,253,206):Pale green;rgb(137,207,235):Sky Blue",Size,DROP_DOWN,Large;Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd4a8d7b-2670-c860-ce50-db7b21a433ec,Variant,,,,,H3,,,,true,,,1,,,,,"rgb(206,253,206):Pale green",,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd4a8d7b-2670-c860-ce50-db7b21a433ec,Variant,,,,,H3,,,,true,,,1,,,,,"rgb(206,253,206):Pale green",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd4a8d7b-2670-c860-ce50-db7b21a433ec,Variant,,,,,H3,,,,true,,,1,,,,,"rgb(137,207,235):Sky Blue",,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd4a8d7b-2670-c860-ce50-db7b21a433ec,Variant,,,,,H3,,,,true,,,1,,,,,"rgb(137,207,235):Sky Blue",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Product,ZA  Shorts,,2306b4_53ef0396bbcf4ded94a132ff199cef19~mv2.png;2306b4_45fe6ee72a794395b401722728f6f5a3~mv2.png;2306b4_df4be0292c88430ca576bad5d3bb5bfc~mv2.png,New Arrivals;Shorts,,New Arrivals,180.0,,false,PERCENT,0.0,0,,,Color,COLOR,"rgb(0,0,0):Black;rgb(255,255,255):White;rgb(122,80,36):Coffee Brown",Size,DROP_DOWN,Large;Medium;Small;Xtra Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,1,,,,,"rgb(0,0,0):Black",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,0,,,,,"rgb(255,255,255):White",,,Xtra Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,3,,,,,"rgb(0,0,0):Black",,,Xtra Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,0,,,,,"rgb(0,0,0):Black",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,2,,,,,"rgb(122,80,36):Coffee Brown",,,Xtra Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,0,,,,,"rgb(255,255,255):White",,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,false,,,0,,,,,"rgb(122,80,36):Coffee Brown",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,false,,,0,,,,,"rgb(122,80,36):Coffee Brown",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,1,,,,,"rgb(255,255,255):White",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,0,,,,,"rgb(255,255,255):White",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c261b3e0-531e-cea2-5dae-65b01452c7ee,Variant,,,,,I15,,,,true,,,1,,,,,"rgb(122,80,36):Coffee Brown",,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
